model	E_kin	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tpd	tpp	tppp	ave_D	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_e_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_6b_C2v_L	7.7616795	0	13.587439	3.1170278	5.476533	-0.79656691	-6.349868	0.79878766	-6.350862	-5.8354198	12.652488	1.3572675	0.075690249	-2.0306384e-06	5.5237679e-06	-1.5142615e-06	6.587327e-07	1.2870176e-06	1.9616119e-05	2.0497892	-0.075882719	-2.0499606	-2.6029641	2.3439092	1	0.30504082	-1.4721801e-07	1.2733065	1.6657765	-0.53595621	-0.14446137	0.062249711	0.19748383	0.045087758	1.9988499	1.8274166	0.0011543434	1.8274182	1.6146849	1.1933159	-0.60700298	-0.11608233	3.4196327e-06	-1.072166e-05	1.5172522e-06	-7.6521196e-08	-1.3200084e-06	-3.8306057e-05	-1.5080021	0.11630837	1.5080292	2.5513703	2	2	0	0	-97.301823	R0:S0:1	1.1933159	-152.56736	uncorrelated	2	817c5bc	v2.2.6	YY	17	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@16:22
2x2_2C_6b_C2v_L	7.7617332	0	13.587439	3.1170278	5.4878059	-0.80925564	-6.3642319	0.81039269	-6.3646707	-5.8432405	12.662488	1.3574812	-0.077347802	1.3911926e-06	-4.5868974e-05	6.9931822e-06	8.9813044e-07	-2.8457296e-07	1.3779852e-06	2.0506837	0.077444897	-2.0507638	-2.6025342	2.3439092	1	0.30504082	1.6754738e-07	1.2733064	1.665783	-0.53594794	-0.14446254	0.062249881	0.19748089	0.045092664	1.9988164	1.8274346	0.0011857155	1.827433	1.6146202	1.1933089	-0.60703873	0.11791814	-1.9008733e-06	8.9997879e-05	-7.1532097e-06	-1.0814467e-06	9.7182532e-07	-2.9962292e-06	-1.5079587	-0.11802904	1.5079862	2.5514858	2	2	0	0	-97.440477	R0:S0:1	1.1933089	-152.72736	uncorrelated	2	817c5bc	v2.2.6	YY	20	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@16:24
2x2_2C_6b_C2v_L	7.7617815	0	13.587439	3.1170278	5.498999	-0.81993288	-6.3776777	0.82392805	-6.3791333	-5.8509144	12.672488	1.3576855	0.078852544	4.554311e-06	2.0681343e-05	3.6293325e-06	-2.9348997e-07	1.3208312e-06	-1.1545277e-05	2.0514234	-0.079177319	-2.0516809	-2.6020774	2.3439092	1	0.30504082	3.2959026e-07	1.2733062	1.6657894	-0.53594027	-0.14446392	0.062250151	0.19747994	0.045097629	1.998786	1.8274481	0.0012209246	1.8274486	1.6145507	1.1933038	-0.60707341	-0.11956612	-5.4656996e-06	-4.031021e-05	-5.7429132e-06	9.7389265e-07	-1.8807087e-06	2.2646723e-05	-1.5079094	0.11993148	1.5079616	2.5516141	2	2	0	0	-97.574263	R0:S0:1	1.1933038	-152.88736	uncorrelated	2	817c5bc	v2.2.6	YY	31	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@16:27
2x2_2C_6b_C2v_L	7.7618417	0	13.587439	3.1170278	5.5106992	-0.83836932	-6.3937761	0.83837215	-6.3942136	-5.8583993	12.682488	1.3579467	-0.08096853	1.7098064e-06	-5.2771339e-05	7.3946829e-06	2.7172015e-06	3.3016361e-06	1.2594366e-06	2.0526371	0.081009694	-2.0527095	-2.6015717	2.3439092	1	0.30504082	1.2360069e-07	1.273306	1.6657966	-0.53593076	-0.14446549	0.062250406	0.1974709	0.045102609	1.998743	1.8274757	0.0012583391	1.8274766	1.6144767	1.1932896	-0.60711248	0.12186813	-1.5545444e-06	0.00010330629	-7.3971007e-06	-1.3134785e-06	-2.900048e-06	-2.928984e-06	-1.5078514	-0.12192944	1.5078617	2.5517413	2	2	0	0	-97.730088	R0:S0:1	1.1932896	-153.04736	uncorrelated	2	817c5bc	v2.2.6	YY	13	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@16:29
2x2_2C_6b_C2v_L	7.761874	0	13.587439	3.1170278	5.5206277	-0.84820599	-6.4073236	0.85129299	-6.4084752	-5.8658067	12.692488	1.3580007	0.082477711	2.6056244e-06	2.9163851e-05	4.9999307e-06	-1.1730504e-06	-9.2365447e-07	-4.9549869e-06	2.0533961	-0.082743727	-2.0536035	-2.6010615	2.3439092	1	0.30504082	2.3803832e-07	1.2733055	1.6658027	-0.53592462	-0.14446777	0.062251047	0.19747382	0.045109536	1.9987117	1.8274896	0.0012941406	1.8274885	1.6143966	1.1932881	-0.6071546	-0.12351424	-3.360506e-06	-5.6910813e-05	-6.037558e-06	8.6627588e-07	7.309151e-07	9.7947957e-06	-1.5077997	0.12381172	1.5078513	2.5519004	2	2	0	0	-97.861417	R0:S0:1	1.1932881	-153.20736	uncorrelated	2	817c5bc	v2.2.6	YY	13	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@16:30
2x2_2C_6b_C2v_L	7.7619362	0	13.587439	3.1170278	5.5328448	-0.86353169	-6.4227689	0.86434711	-6.4233471	-5.8734182	12.702488	1.3583226	-0.084417062	-2.2396258e-06	-1.3836657e-06	2.8039909e-06	-2.1704278e-07	-1.7758822e-06	-3.0174815e-06	2.054495	0.084500548	-2.0545922	-2.6005896	2.3439092	1	0.30504082	7.2748294e-08	1.2733054	1.6658098	-0.5359151	-0.14446898	0.062251189	0.19746608	0.045113156	1.9986716	1.8275126	0.001330383	1.8275141	1.6143259	1.1932754	-0.60718479	0.12560073	4.0501182e-07	2.7657839e-06	-1.891428e-06	-6.0698253e-07	2.2624093e-06	6.1366025e-06	-1.5077514	-0.1256986	1.5077636	2.5520223	2	2	0	0	-98.009503	R0:S0:1	1.1932754	-153.36736	uncorrelated	2	817c5bc	v2.2.6	YY	17	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@16:32
2x2_2C_6b_C2v_L	7.7619847	0	13.587439	3.1170278	5.5437503	-0.87415987	-6.4366388	0.87989985	-6.4389686	-5.8807811	12.712488	1.3584917	-0.085969753	-1.1268293e-06	-2.156639e-05	-2.1450361e-06	-7.5476715e-07	4.3396694e-06	-1.2899593e-05	2.0553095	-0.086469964	-2.0557256	-2.6000625	2.3439092	1	0.30504082	1.7328739e-07	1.2733051	1.6658165	-0.53590712	-0.1444707	0.062251551	0.19746341	0.045119201	1.9986397	1.8275346	0.0013713591	1.827533	1.6142478	1.1932681	-0.60722659	0.12724913	-4.7383818e-07	4.2474793e-05	5.4839558e-07	2.959213e-06	-6.1471743e-06	2.5658262e-05	-1.5076524	0.12779873	1.5077517	2.5521665	2	2	0	0	-98.145886	R0:S0:1	1.1932681	-153.52736	uncorrelated	2	817c5bc	v2.2.6	YY	30	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@16:35
2x2_2C_6b_C2v_L	7.7620304	0	13.587439	3.1170278	5.5547376	-0.88816025	-6.4519102	0.89123208	-6.453292	-5.8882094	12.722488	1.358668	-0.087853423	3.389466e-07	2.2164956e-05	-6.0760161e-06	1.2903061e-06	-6.5012407e-07	2.3853072e-06	2.0563788	0.088124832	-2.0566223	-2.599554	2.3439092	1	0.30504082	-2.4457036e-07	1.2733047	1.6658232	-0.53589937	-0.14447262	0.062252003	0.19746039	0.045124651	1.9986002	1.8275544	0.001405894	1.8275544	1.6141696	1.1932601	-0.60726354	0.12925539	1.8209181e-06	-4.3111076e-05	6.1588901e-06	-1.79971e-06	1.4175575e-06	-4.8010011e-06	-1.5076199	-0.12955223	1.5076724	2.5523128	2	2	0	0	-98.289391	R0:S0:1	1.1932601	-153.68736	uncorrelated	2	817c5bc	v2.2.6	YY	32	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@16:38
2x2_2C_6b_C2v_L	7.7620717	0	13.587439	3.1170278	5.565508	-0.89918021	-6.4659805	0.89790758	-6.4659455	-5.8955862	12.732488	1.3588213	0.089448754	-2.7248195e-06	-1.968554e-05	-5.1502715e-06	-3.1800559e-07	-3.6349165e-06	2.1544868e-06	2.0572305	-0.089380165	-2.0572184	-2.5990381	2.3439092	1	0.30504082	-4.0572925e-07	1.2733045	1.6658291	-0.53589273	-0.14447389	0.062252258	0.19746499	0.045130209	1.9985671	1.8275638	0.0014318213	1.8275647	1.6140925	1.1932611	-0.60729927	-0.13092081	4.8411416e-06	3.8050941e-05	7.0981479e-06	-1.4584498e-06	4.579735e-06	-3.9901817e-06	-1.5076276	0.13086198	1.5076206	2.5524627	2	2	0	0	-98.420727	R0:S0:1	1.1932611	-153.84736	uncorrelated	2	817c5bc	v2.2.6	YY	24	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@16:40
2x2_2C_6b_C2v_L	7.7621188	0	13.587439	3.1170278	5.5762987	-0.91669754	-6.4830357	0.9143034	-6.4821468	-5.9026669	12.742488	1.358969	-0.091672249	5.3007926e-06	-2.1785817e-05	3.8859757e-06	-7.1655766e-10	-3.0793989e-06	2.4509541e-05	2.0586137	0.091489254	-2.0584602	-2.5984493	2.3439092	1	0.30504082	1.6895789e-07	1.2733039	1.6658364	-0.53588413	-0.14447663	0.062252959	0.19745502	0.045136674	1.9985198	1.8276002	0.0014763399	1.8275977	1.6140029	1.1932448	-0.60734402	0.13326126	-5.1555338e-06	4.2569392e-05	-4.3940897e-06	-1.5194678e-06	4.0398341e-06	-4.7878473e-05	-1.5075321	-0.13307354	1.5075148	2.5526272	2	2	0	0	-98.578279	R0:S0:1	1.1932448	-154.00736	uncorrelated	2	817c5bc	v2.2.6	YY	16	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@16:42
2x2_2C_6b_C2v_L	7.7621594	0	13.587439	3.1170278	5.5872104	-0.92374514	-6.4959224	0.92732937	-6.4972234	-5.9098606	12.752488	1.359134	0.093002149	-5.8865433e-06	3.8359963e-05	6.4681147e-06	8.6697072e-07	3.7100426e-06	3.0065335e-05	2.0592585	-0.093310437	-2.0594948	-2.5978945	2.3439092	1	0.30504082	-6.8787876e-08	1.2733036	1.6658427	-0.53587729	-0.14447828	0.062253337	0.1974578	0.045141961	1.9984919	1.8276135	0.0015149116	1.8276122	1.6139197	1.1932434	-0.60737804	-0.13463817	5.2864724e-06	-7.4615996e-05	-4.7525597e-06	9.7718452e-07	-4.2311502e-06	-5.8251904e-05	-1.5074602	0.13496257	1.507518	2.5527889	2	2	0	0	-98.703935	R0:S0:1	1.1932434	-154.16736	uncorrelated	2	817c5bc	v2.2.6	YY	28	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@16:44
2x2_2C_6b_C2v_L	7.7622061	0	13.587439	3.1170278	5.5982073	-0.94010802	-6.512294	0.9383882	-6.5120673	-5.9166002	12.762488	1.3593125	-0.095139144	-6.2838994e-06	-5.8618917e-05	1.1019624e-05	-1.110873e-06	-1.7454613e-06	-3.9136875e-05	2.0605309	0.095020229	-2.0604816	-2.5972365	2.3439092	1	0.30504082	1.4167429e-07	1.2733031	1.6658495	-0.53586925	-0.14448033	0.06225379	0.19745455	0.045148627	1.9984462	1.8276386	0.0015514673	1.8276408	1.6138246	1.1932348	-0.60742414	0.13684895	4.308087e-06	0.00011376765	-9.9913771e-06	5.6483323e-07	2.0339963e-06	7.5859029e-05	-1.5074249	-0.1367365	1.5074023	2.5529659	2	2	0	0	-98.854136	R0:S0:1	1.1932348	-154.32736	uncorrelated	2	817c5bc	v2.2.6	YY	10	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@16:45
2x2_2C_6b_C2v_L	7.7622379	0	13.587439	3.1170278	5.6079172	-0.9501623	-6.5268994	0.94842262	-6.5261964	-5.9239365	12.772488	1.3593385	0.096772684	-6.2587395e-07	2.2896159e-05	4.6035859e-06	1.0746765e-06	-1.8502788e-07	-1.5761042e-05	2.0614756	-0.096620428	-2.0613532	-2.5967144	2.3439092	1	0.30504082	-2.1945885e-07	1.2733026	1.6658558	-0.53586308	-0.14448274	0.062254482	0.1974564	0.04515581	1.9984111	1.8276576	0.0015854314	1.8276555	1.6137408	1.1932319	-0.60746657	-0.13853111	1.3225056e-06	-4.5235719e-05	-1.2591908e-06	-1.2631233e-06	7.8917675e-07	3.1071264e-05	-1.5073755	0.138371	1.5073635	2.5531346	2	2	0	0	-98.987725	R0:S0:1	1.1932319	-154.48736	uncorrelated	2	817c5bc	v2.2.6	YY	27	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@16:48
2x2_2C_6b_C2v_L	7.7622697	0	13.587439	3.1170278	5.6179856	-0.96028019	-6.5412751	0.96338914	-6.5418939	-5.9308298	12.782488	1.3594	-0.098396743	-3.2121858e-06	4.5080473e-05	-8.4458474e-06	-4.9083603e-07	9.656462e-07	-1.9128905e-05	2.0623863	0.098624289	-2.0625075	-2.5960949	2.3439092	1	0.30504082	-7.897866e-08	1.273302	1.6658623	-0.53585669	-0.14448539	0.062255227	0.19745709	0.045162703	1.9983765	1.8276789	0.0016280956	1.8276769	1.6136458	1.1932274	-0.60750837	0.14018258	3.0076339e-06	-8.7931411e-05	7.084988e-06	9.6922556e-07	-1.5744587e-06	3.7652657e-05	-1.5072936	-0.14040022	1.5073295	2.553323	2	2	0	0	-99.123357	R0:S0:1	1.1932274	-154.64736	uncorrelated	2	817c5bc	v2.2.6	YY	12	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@16:49
2x2_2C_6b_C2v_L	7.7623107	0	13.587439	3.1170278	5.6285448	-0.97008547	-6.5555384	0.97589263	-6.5579844	-5.9378842	12.792488	1.3595251	0.10001206	3.723928e-07	3.4004781e-05	-9.6647265e-06	1.5885094e-06	8.0340961e-07	-1.5013869e-06	2.0632782	0.10053036	-2.0637144	-2.5955113	2.3439092	1	0.30504082	-3.4020635e-07	1.2733015	1.6658689	-0.53584939	-0.14448754	0.062255771	0.19745527	0.045169119	1.9983419	1.8277015	0.0016698081	1.8277019	1.6135562	1.1932204	-0.60754952	-0.14181576	2.6183233e-06	-6.5898145e-05	9.3559077e-06	-1.4749555e-06	-3.7016176e-07	3.1165852e-06	-1.5072006	-0.14234884	1.5072898	2.553496	2	2	0	0	-99.25929	R0:S0:1	1.1932204	-154.80736	uncorrelated	2	817c5bc	v2.2.6	YY	19	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@16:51
2x2_2C_6b_C2v_L	7.7623505	0	13.587439	3.1170278	5.6388734	-0.9851824	-6.5719673	0.9886781	-6.5734314	-5.9445751	12.802488	1.3596236	0.10209008	-2.1448964e-06	-1.9826196e-05	4.9711396e-06	-1.5136298e-06	2.4334309e-06	1.7653536e-05	2.0645599	0.10242035	-2.0648228	-2.5948454	2.3439092	1	0.30504082	2.2245084e-07	1.2733009	1.6658759	-0.53584187	-0.14449018	0.062256463	0.1974523	0.045176736	1.998297	1.8277297	0.0017106497	1.8277304	1.6134565	1.1932116	-0.6075987	-0.14390471	2.2929238e-07	3.8089398e-05	-5.55716e-06	2.9729826e-06	-3.7847575e-06	-3.4423532e-05	-1.5071401	-0.14424848	1.50719	2.553687	2	2	0	0	-99.408284	R0:S0:1	1.1932116	-154.96736	uncorrelated	2	817c5bc	v2.2.6	YY	18	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@16:53
2x2_2C_6b_C2v_L	7.7623834	0	13.587439	3.1170278	5.6489153	-0.99732881	-6.5876775	0.99743722	-6.5876415	-5.9513467	12.812488	1.3596856	0.10398189	-1.2365868e-06	2.7472804e-05	6.6947411e-06	1.6043704e-06	-2.7945004e-07	5.1543492e-06	2.0657106	-0.10398325	-2.0657052	-2.5942054	2.3439092	1	0.30504082	1.4003445e-07	1.2733003	1.6658824	-0.53583545	-0.14449266	0.062257149	0.19745433	0.045183865	1.9982553	1.8277514	0.001744588	1.8277511	1.613358	1.1932085	-0.6076414	-0.14581403	-2.2319363e-07	-5.3286176e-05	-5.9362176e-06	-1.8643113e-06	1.2404299e-06	-9.9688952e-06	-1.5071074	0.14581222	1.5071078	2.553884	2	2	0	0	-99.547395	R0:S0:1	1.1932085	-155.12736	uncorrelated	2	817c5bc	v2.2.6	YY	25	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@16:56
2x2_2C_6b_C2v_L	7.7624129	0	13.587439	3.1170278	5.6588948	-1.0022725	-6.6004154	1.0075522	-6.6027607	-5.9583555	12.822488	1.359742	-0.10520854	-1.0959824e-05	-6.021097e-05	1.3256464e-05	-1.8696148e-06	-1.6485973e-06	-5.2577819e-05	2.0663244	0.10569121	-2.0667397	-2.5936163	2.3439092	1	0.30504082	8.330856e-08	1.2732999	1.6658882	-0.53582987	-0.14449468	0.062257703	0.1974598	0.045190693	1.9982289	1.8277642	0.0017822059	1.8277665	1.6132674	1.1932098	-0.60768155	0.14702973	7.8524522e-06	0.00011656592	-1.0781781e-05	1.5709055e-06	1.5332851e-06	0.00010199546	-1.5070357	-0.14751879	1.507108	2.5540674	2	2	0	0	-99.668201	R0:S0:1	1.1932098	-155.28736	uncorrelated	2	817c5bc	v2.2.6	YY	14	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@16:57
2x2_2C_6b_C2v_L	7.7624466	0	13.587439	3.1170278	5.6685185	-1.0179082	-6.6181076	1.0215019	-6.6192185	-5.9646253	12.832488	1.3597528	0.10745541	-3.1074007e-06	1.5966429e-05	3.116414e-06	-1.7378454e-07	2.0687424e-06	7.7807298e-06	2.0678217	-0.10775135	-2.0680313	-2.5928659	2.3439092	1	0.30504082	-1.3465488e-07	1.273299	1.6658954	-0.53582259	-0.14449809	0.062258676	0.19745475	0.045199614	1.9981789	1.8278049	0.0018274618	1.8278012	1.6131526	1.1931981	-0.6077365	-0.14927793	3.1390644e-06	-3.1174314e-05	-1.2340528e-06	1.269819e-06	-2.6793706e-06	-1.4843598e-05	-1.5069285	0.14955954	1.5069946	2.554293	2	2	0	0	-99.822177	R0:S0:1	1.1931981	-155.44736	uncorrelated	2	817c5bc	v2.2.6	YY	18	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@16:59
2x2_2C_6b_C2v_L	7.7624705	0	13.587439	3.1170278	5.6780169	-1.0254876	-6.6316733	1.0306887	-6.6341498	-5.9712183	12.842488	1.3597505	-0.10891639	5.4947231e-06	-2.3713284e-05	7.9127511e-06	5.3910463e-07	-3.0295274e-06	1.4574266e-05	2.0685954	0.10940545	-2.0690346	-2.5921922	2.3439092	1	0.30504082	5.8446156e-07	1.2732984	1.6659014	-0.53581743	-0.14450058	0.062259404	0.1974622	0.045207398	1.9981471	1.8278181	0.0018642413	1.8278193	1.613049	1.193201	-0.60778027	0.15070514	-8.3799504e-06	4.5538198e-05	-1.0078682e-05	-2.067138e-06	4.1786933e-06	-2.785621e-05	-1.5068795	-0.15119545	1.5069637	2.5545072	2	2	0	0	-99.94875	R0:S0:1	1.193201	-155.60736	uncorrelated	2	817c5bc	v2.2.6	YY	14	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@17:00
2x2_2C_6b_C2v_L	7.7625045	0	13.587439	3.1170278	5.6882935	-1.0360597	-6.6476162	1.0410597	-6.6494079	-5.9780345	12.852488	1.3598397	0.11076858	-8.7600222e-06	2.0169974e-07	-3.4733203e-06	-6.7742213e-07	5.1900764e-06	4.0816504e-05	2.0697821	0.11118806	-2.0701059	-2.5915602	2.3439092	1	0.30504082	-4.2282969e-07	1.2732977	1.6659081	-0.53581068	-0.14450325	0.062260149	0.19746071	0.045214306	1.9981053	1.8278447	0.0019038805	1.8278451	1.6129507	1.1931938	-0.60782269	-0.15254766	1.0359378e-05	-4.4285674e-07	4.891726e-06	3.4004331e-06	-6.8686413e-06	-7.8771015e-05	-1.5068165	-0.152947	1.5068796	2.5547003	2	2	0	0	-100.08754	R0:S0:1	1.1931938	-155.76736	uncorrelated	2	817c5bc	v2.2.6	YY	34	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@17:04
2x2_2C_6b_C2v_L	7.7625328	0	13.587439	3.1170278	5.6978436	-1.0470599	-6.6628775	1.0508018	-6.6646872	-5.9842772	12.862488	1.3598439	-0.11256528	3.0793752e-06	-4.1735049e-05	-8.7733801e-06	-7.8789169e-07	2.183637e-07	3.526339e-06	2.0708569	-0.11292635	-2.0711833	-2.5908127	2.3439092	1	0.30504082	1.3847479e-07	1.2732971	1.6659146	-0.53580469	-0.14450601	0.06226094	0.19746545	0.045222682	1.9980656	1.827869	0.001942809	1.8278668	1.6128366	1.1931933	-0.60787094	0.15429126	-3.0407112e-06	8.1394077e-05	5.3783708e-06	8.7445056e-07	-7.8855146e-07	-6.29857e-06	-1.5067437	0.15464793	1.5068256	2.5549331	2	2	0	0	-100.22456	R0:S0:1	1.1931933	-155.92736	uncorrelated	2	817c5bc	v2.2.6	YY	22	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@17:06
2x2_2C_6b_C2v_L	7.7625606	0	13.587439	3.1170278	5.7075619	-1.0569169	-6.678038	1.0549549	-6.6776178	-5.9908526	12.872488	1.3598715	0.11428905	-3.8836443e-06	1.6237284e-05	-3.8020543e-06	-2.0524038e-08	-4.7654964e-06	1.5490676e-05	2.0719103	0.11413957	-2.0718283	-2.5901364	2.3439092	1	0.30504082	-1.5028292e-07	1.2732966	1.6659206	-0.53579929	-0.1445081	0.062261514	0.19747371	0.045230383	1.9980272	1.8278821	0.0019697348	1.827883	1.6127337	1.1931973	-0.60791505	-0.15595777	3.9462323e-06	-3.1584036e-05	3.9718469e-06	-2.3064007e-06	6.0647612e-06	-3.0165416e-05	-1.5067581	-0.15582398	1.5067372	2.5551443	2	2	0	0	-100.35479	R0:S0:1	1.1931973	-156.08736	uncorrelated	2	817c5bc	v2.2.6	YY	17	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@17:08
2x2_2C_6b_C2v_L	7.7625825	0	13.587439	3.1170278	5.7164601	-1.0656544	-6.6931751	1.066113	-6.6937126	-5.997147	12.882488	1.3598024	-0.11599013	-4.8094156e-06	9.9453056e-08	-5.1128807e-07	9.7176709e-07	-1.7429937e-06	-1.2510414e-05	2.0729615	-0.11604604	-2.0730483	-2.5893987	2.3439092	1	0.30504082	-2.686598e-07	1.2732958	1.6659271	-0.53579379	-0.14451139	0.062262515	0.19747725	0.045240125	1.9979886	1.8279068	0.0020129378	1.8279098	1.6126188	1.1931951	-0.60797068	0.15761876	5.2702297e-06	-4.8382959e-07	2.5280151e-06	-1.9195073e-06	2.7272607e-06	2.406803e-05	-1.5066756	0.15767916	1.5066756	2.5553798	2	2	0	0	-100.48886	R0:S0:1	1.1931951	-156.24736	uncorrelated	2	817c5bc	v2.2.6	YY	19	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@17:10
2x2_2C_6b_C2v_L	7.7626108	0	13.587439	3.1170278	5.7257878	-1.0813179	-6.711959	1.078718	-6.7103181	-6.003338	12.892488	1.3597741	-0.11837086	1.6580363e-05	3.0586585e-05	-7.0294225e-06	-1.3362061e-07	9.0825647e-07	7.5794134e-05	2.0746552	0.11808415	-2.0743654	-2.5886387	2.3439092	1	0.30504082	6.1113212e-08	1.2732947	1.6659345	-0.53578684	-0.14451533	0.062263703	0.197471	0.045249105	1.9979341	1.8279506	0.0020587761	1.8279503	1.6124977	1.1931815	-0.60802322	0.15992846	-1.3204659e-05	-5.8714488e-05	5.1807024e-06	2.8377876e-07	-1.4969343e-06	-0.00014694654	-1.5065803	-0.15963852	1.5065216	2.5556227	2	2	0	0	-100.64538	R0:S0:1	1.1931815	-156.40736	uncorrelated	2	817c5bc	v2.2.6	YY	17	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@17:12
2x2_2C_6b_C2v_L	7.7626277	0	13.587439	3.1170278	5.734604	-1.0793379	-6.7226254	1.0843485	-6.7244825	-6.0093462	12.902488	1.3597023	0.11906701	1.1135149e-05	-1.3881872e-05	-1.5179763e-06	-1.5008788e-06	-3.0601125e-06	-5.1923745e-05	2.0748897	-0.11951306	-2.0752337	-2.5878466	2.3439092	1	0.30504082	1.9238527e-07	1.2732944	1.6659394	-0.53578335	-0.14451693	0.062264141	0.19749109	0.045258796	1.9979181	1.827955	0.0020919075	1.8279518	1.6123824	1.193199	-0.60807648	-0.16060833	-1.0283214e-05	2.6596447e-05	3.6459695e-07	2.8210904e-08	2.9755761e-06	0.00010079884	-1.506506	0.16102334	1.5065957	2.5558676	2	2	0	0	-100.74375	R0:S0:1	1.193199	-156.56736	uncorrelated	2	817c5bc	v2.2.6	YY	9	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@17:13
2x2_2C_6b_C2v_L	7.7626528	0	13.587439	3.1170278	5.7438977	-1.0918086	-6.7390435	1.0901296	-6.7384983	-6.0156843	12.912488	1.3596792	0.12106633	4.4364387e-06	-6.8391426e-05	1.3928461e-05	-6.7947472e-07	1.8178467e-06	-1.552346e-05	2.0761748	0.12092935	-2.0760775	-2.5871282	2.3439092	1	0.30504082	1.4026293e-07	1.2732937	1.665946	-0.53577771	-0.14451982	0.06226501	0.1974966	0.045267303	1.9978731	1.827977	0.002123975	1.8279752	1.6122679	1.1931991	-0.60812315	-0.16249888	-3.6796213e-06	0.00013333301	-1.2022087e-05	1.8269425e-06	-2.4976845e-06	3.1022783e-05	-1.506492	-0.16237474	1.5064845	2.5561055	2	2	0	0	-100.88372	R0:S0:1	1.1931991	-156.72736	uncorrelated	2	817c5bc	v2.2.6	YY	19	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@17:15
2x2_2C_6b_C2v_L	7.762673	0	13.587439	3.1170278	5.7527421	-1.1043102	-6.7562842	1.098847	-6.7537468	-6.0219634	12.922488	1.3596016	-0.12315606	-1.5502692e-06	0.00010379055	-2.2827862e-05	5.4895159e-07	-2.0860241e-06	-1.3204256e-05	2.0775989	0.12262457	-2.0771406	-2.5863886	2.3439092	1	0.30504082	-5.4864062e-08	1.2732927	1.6659526	-0.5357722	-0.14452338	0.062266108	0.19749751	0.045277108	1.9978251	1.8280069	0.0021623841	1.8280075	1.6121506	1.1931937	-0.60817878	0.16448647	1.3422751e-06	-0.00020271957	1.7609012e-05	-1.9430018e-06	2.6711822e-06	2.6915231e-05	-1.5064474	-0.16398097	1.5063504	2.5563456	2	2	0	0	-101.02795	R0:S0:1	1.1931937	-156.88736	uncorrelated	2	817c5bc	v2.2.6	YY	24	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@17:18
